,risk_tolerance,investment_experience,liquidity_needs,platform,time_spent,instrument_type_first_traded,first_deposit_amount,time_horizon,user_id,chunked
2115,med_risk_tolerance,limited_investment_exp,very_important_liq_need,iOS,38.8144333333,stock,1500.0,long_time_horizon,05e7e47a5d692ab5dd48ec3234fd909f,0
2116,high_risk_tolerance,good_investment_exp,very_important_liq_need,iOS,3.7363,stock,10.0,long_time_horizon,5834d9782db59b2ed38be28d604be5ac,0
2117,high_risk_tolerance,limited_investment_exp,very_important_liq_need,iOS,0.0,stock,50.0,short_time_horizon,80041bb3cf3074aa4e53410e6cf8ba0b,1
2118,high_risk_tolerance,good_investment_exp,very_important_liq_need,Android,34.336866666700004,etp,575.0,long_time_horizon,52400102918087c0a2abde90c52ce6e6,0
2119,high_risk_tolerance,good_investment_exp,very_important_liq_need,Android,11.7178,stock,1000.0,med_time_horizon,b11415735dc325f0882f499d861270aa,0
2120,high_risk_tolerance,limited_investment_exp,very_important_liq_need,iOS,0.0,stock,100.0,short_time_horizon,8921dadbe7a76202f67e81c923886c41,1
2121,low_risk_tolerance,no_investment_exp,very_important_liq_need,Android,88.34805,stock,20.0,med_time_horizon,e4dfa0cc334f9a710801f0728040e894,1
2122,high_risk_tolerance,limited_investment_exp,very_important_liq_need,iOS,16.0118666667,stock,25.0,short_time_horizon,10b8dfafadcacb0f7142f3c4ee3939c9,0
2123,high_risk_tolerance,limited_investment_exp,somewhat_important_liq_need,both,35.3686166667,stock,100.0,long_time_horizon,10a9b8dec8a8717272b220fa06b71179,0
2124,high_risk_tolerance,limited_investment_exp,very_important_liq_need,iOS,11.5711,stock,25.0,long_time_horizon,319c069e77187c7e7e7c027eb00fd941,0
2125,high_risk_tolerance,no_investment_exp,somewhat_important_liq_need,iOS,15.027916666700001,stock,100.0,long_time_horizon,6b2ca87d938bb1035a971329407afe20,0
2126,high_risk_tolerance,good_investment_exp,very_important_liq_need,iOS,8.19515,etp,100.0,med_time_horizon,5ec7a47aeef11233070412f0f722a98c,0
2127,high_risk_tolerance,no_investment_exp,very_important_liq_need,iOS,0.0,stock,125.0,short_time_horizon,7dcebb69a2c36c97d8f65571937edf38,0
2128,high_risk_tolerance,no_investment_exp,very_important_liq_need,iOS,11.21455,stock,50.0,short_time_horizon,6c6941ab44d274889ca7bbf420b9468d,1
2129,high_risk_tolerance,limited_investment_exp,very_important_liq_need,iOS,0.0,stock,100.0,med_time_horizon,3cd15a75933c39665eb925d12a3ad577,1
2130,low_risk_tolerance,no_investment_exp,very_important_liq_need,both,0.0,stock,500.0,short_time_horizon,fcac46f77242182d484d8f3da11cedbf,0
2131,high_risk_tolerance,good_investment_exp,very_important_liq_need,iOS,8.827416666669999,stock,150.0,med_time_horizon,b51ccec4b9e96cac8c0a0e3dcb6ca832,0
2132,high_risk_tolerance,limited_investment_exp,very_important_liq_need,iOS,6.45731666667,stock,1640.49,short_time_horizon,506a3bb8815aca0c83c51d12480721a6,0
2133,med_risk_tolerance,good_investment_exp,very_important_liq_need,Android,51.88475,stock,1000.0,long_time_horizon,e55571e0bb43c4caec2c429a8f5c2593,0
2134,low_risk_tolerance,limited_investment_exp,very_important_liq_need,iOS,0.0,stock,100.0,short_time_horizon,1a0d35db9a5260a00705b8cdcb62bcbc,0
2135,med_risk_tolerance,limited_investment_exp,very_important_liq_need,Android,5.9524,stock,10.0,short_time_horizon,798ea74a47a868e2394403abb6b4ef62,1
2136,high_risk_tolerance,no_investment_exp,somewhat_important_liq_need,iOS,88.40195,stock,25.0,med_time_horizon,34437a9555b3aeac9f380e49c7eff86f,0
2137,high_risk_tolerance,limited_investment_exp,somewhat_important_liq_need,iOS,16.8863166667,stock,50.0,med_time_horizon,57b24022ec1356e4143deed0ff9d3091,1
2138,med_risk_tolerance,no_investment_exp,very_important_liq_need,iOS,78.7666166667,stock,100.0,short_time_horizon,56a8c73176502efd70259fdaf015324c,1
2139,med_risk_tolerance,limited_investment_exp,very_important_liq_need,Android,3.57036666667,stock,1000.0,long_time_horizon,3005ce36d663941c9703e5a46d892ff0,0
2140,high_risk_tolerance,good_investment_exp,very_important_liq_need,iOS,0.0,stock,2500.0,long_time_horizon,d97a4704a82a9c7f81bd9b765d4387ba,0
2141,med_risk_tolerance,limited_investment_exp,somewhat_important_liq_need,iOS,6.4037,reit,100.0,short_time_horizon,60fb9e093b5527bc91dabbb5079bb771,0
2142,high_risk_tolerance,good_investment_exp,very_important_liq_need,iOS,0.0923166666667,stock,200.0,long_time_horizon,227d050375073eaaf1c365df0d512a75,0
2143,med_risk_tolerance,limited_investment_exp,very_important_liq_need,iOS,0.0,stock,1000.0,long_time_horizon,d0845073c015a129f74e5fc499eb8a2e,0
2144,high_risk_tolerance,limited_investment_exp,somewhat_important_liq_need,iOS,34.1193166667,stock,100.0,short_time_horizon,279bb51f1642a22e934bb42b0dc25b4c,0
2145,med_risk_tolerance,no_investment_exp,very_important_liq_need,Android,10.98415,stock,100.0,short_time_horizon,d981ee64f6570393bba7edf812695172,0
2146,med_risk_tolerance,limited_investment_exp,very_important_liq_need,iOS,22.4559666667,stock,40.0,short_time_horizon,80b9791ce210b258ca95f1c86af80fd8,1
2147,med_risk_tolerance,good_investment_exp,somewhat_important_liq_need,both,120.01121666700001,stock,7.05,long_time_horizon,31c1c4774b4bfd1e6f9428b677bcfe16,0
2148,high_risk_tolerance,good_investment_exp,somewhat_important_liq_need,iOS,8.684166666669999,stock,100.0,short_time_horizon,4252205f7ec3822ae21f055fa31ec755,1
2149,high_risk_tolerance,limited_investment_exp,very_important_liq_need,iOS,31.3958,reit,50.0,long_time_horizon,80f627a02b3a238b93abb51835844664,1
2150,high_risk_tolerance,limited_investment_exp,very_important_liq_need,iOS,89.70335,adr,50.0,short_time_horizon,46b308ea2f5f96bf6f53c62cd65bcc8d,0
2151,high_risk_tolerance,limited_investment_exp,somewhat_important_liq_need,iOS,11.827,rlt,50.0,short_time_horizon,72e8ed5acdd4b34cc5b7a08d9e3f7049,1
2152,high_risk_tolerance,limited_investment_exp,very_important_liq_need,both,39.1253333333,stock,400.0,short_time_horizon,b8ed8e073374b72ed0cafe0b5dca11cc,0
2153,high_risk_tolerance,no_investment_exp,very_important_liq_need,both,22.5600833333,stock,100.0,short_time_horizon,ce55c531c96d090b3cb71a507fb1db13,0
2154,high_risk_tolerance,limited_investment_exp,somewhat_important_liq_need,iOS,2.99875,stock,1.0,short_time_horizon,3e1c5b55be0a4362d158fc7611203957,0
2155,med_risk_tolerance,no_investment_exp,very_important_liq_need,iOS,18.1227166667,mlp,10.0,short_time_horizon,c4aca563bb7c344a94ecdce456e0d1ce,0
2156,high_risk_tolerance,good_investment_exp,very_important_liq_need,Android,6.667816666669999,stock,100.0,long_time_horizon,4e603356253f90f705efb0b18aef8fee,0
2157,high_risk_tolerance,no_investment_exp,very_important_liq_need,Android,17.4206333333,stock,10.0,med_time_horizon,d703ee629b909b767957a7c02e9440f8,1
2158,high_risk_tolerance,good_investment_exp,very_important_liq_need,iOS,38.74155,stock,100.0,long_time_horizon,f0d10b4d02a5fdda5c423441e0ad5303,0
2159,med_risk_tolerance,limited_investment_exp,very_important_liq_need,Android,98.2139333333,stock,10.0,long_time_horizon,cf56f3934e989c6b87b62d2995e9a7bc,0
2160,high_risk_tolerance,limited_investment_exp,very_important_liq_need,iOS,46.5290333333,stock,6000.0,med_time_horizon,696f95f3ba853eb3053e6469f742a07d,0
2161,high_risk_tolerance,limited_investment_exp,somewhat_important_liq_need,iOS,10.2266666667,stock,50.0,short_time_horizon,7e407739d4ad63435a5708b50cc9d1b1,0
2162,med_risk_tolerance,no_investment_exp,not_important_liq_need,iOS,48.9922166667,stock,20.0,short_time_horizon,07d3570ee90912e904582e0397549655,1
2163,high_risk_tolerance,limited_investment_exp,very_important_liq_need,Android,11.44655,stock,500.0,long_time_horizon,829caa43c64235976cf5e31ca76e4636,0
2164,med_risk_tolerance,limited_investment_exp,very_important_liq_need,iOS,0.0,stock,100.0,short_time_horizon,b17bdfaee70a6ca141d7b00e44a50bd3,0
2165,high_risk_tolerance,limited_investment_exp,somewhat_important_liq_need,iOS,1.6736166666699999,stock,500.0,short_time_horizon,c9e8786d392ac0843e986ec0971ab2b5,0
2166,high_risk_tolerance,limited_investment_exp,very_important_liq_need,iOS,0.0,stock,5000.0,long_time_horizon,adce0270270b170fb6185e0478fc3011,0
2167,high_risk_tolerance,no_investment_exp,very_important_liq_need,iOS,43.3819166667,stock,5.0,long_time_horizon,bb07ae6008e78216863ba0bb28be2c63,1
2168,med_risk_tolerance,limited_investment_exp,very_important_liq_need,Android,13.3322833333,stock,20.0,short_time_horizon,0b78cccf4bd81621544916eb4316be70,0
2169,high_risk_tolerance,no_investment_exp,very_important_liq_need,both,1.44875,mlp,1200.0,short_time_horizon,514b0eab94606e89500d500bf6570ea8,0
2170,high_risk_tolerance,no_investment_exp,very_important_liq_need,iOS,17.887416666700002,stock,25.0,short_time_horizon,58964a8fd008522a27da0fbaf6545d30,1
2171,low_risk_tolerance,limited_investment_exp,very_important_liq_need,Android,57.9074166667,stock,50.0,short_time_horizon,b901e2040680acdd6748b791f76aea81,1
2172,high_risk_tolerance,no_investment_exp,very_important_liq_need,Android,116.83521666700001,etp,30.0,long_time_horizon,8e67d2301febe8fc568093054215f985,1
2173,high_risk_tolerance,no_investment_exp,very_important_liq_need,iOS,6.61785,stock,500.0,short_time_horizon,d0b9a791133b9e85839e0da3150bc062,0
2174,high_risk_tolerance,good_investment_exp,very_important_liq_need,iOS,0.0,stock,500.0,long_time_horizon,4ada769fa65b601bc4db7c7a4bffe0a6,0
2175,high_risk_tolerance,no_investment_exp,very_important_liq_need,Android,0.0,stock,100.0,short_time_horizon,63aa60526ca15de5ad66b8cac13d6ceb,0
2176,high_risk_tolerance,good_investment_exp,very_important_liq_need,both,47.67705,stock,100.0,long_time_horizon,18dc9b960d3db6ede18a1e8cac10b163,0
2177,high_risk_tolerance,limited_investment_exp,very_important_liq_need,Android,31.82665,reit,100.0,short_time_horizon,d49d25e341544308f52e237bad78926f,0
2178,high_risk_tolerance,good_investment_exp,very_important_liq_need,iOS,10.288016666699999,adr,12.0,short_time_horizon,63c46776b1261b6075924cda82908482,0
2179,med_risk_tolerance,extensive_investment_exp,very_important_liq_need,iOS,0.0,stock,100.0,long_time_horizon,7e39cbd0d247d888702768d7289c95de,0
2180,high_risk_tolerance,no_investment_exp,very_important_liq_need,Android,4.69535,stock,100.0,long_time_horizon,81a87461e38dd0c0c05fb9193e01a79c,0
2181,high_risk_tolerance,limited_investment_exp,very_important_liq_need,Android,6.009766666669999,stock,45.0,short_time_horizon,390dd867731cac1bb44a796bd30fdf7f,0
2182,high_risk_tolerance,good_investment_exp,very_important_liq_need,iOS,74.5669,stock,50.0,short_time_horizon,51b6d06504b2cd0e7e97c373168bde62,0
2183,high_risk_tolerance,limited_investment_exp,very_important_liq_need,iOS,0.0,stock,300.0,short_time_horizon,1c46822795eef728fc65723ef03d66af,0
2184,med_risk_tolerance,limited_investment_exp,somewhat_important_liq_need,iOS,20.5086666667,stock,413.4,med_time_horizon,f33e08e7ecef2a2c03a92cc2fb76d109,0
2185,high_risk_tolerance,no_investment_exp,very_important_liq_need,both,14.4369,adr,34.34,long_time_horizon,7ef9fd3deefa17df6767c24ec4856351,0
2186,high_risk_tolerance,no_investment_exp,very_important_liq_need,iOS,27.3292666667,stock,1.0,short_time_horizon,137804fdd8dbcbfe7ce7f12042a3bdb0,0
2187,high_risk_tolerance,no_investment_exp,very_important_liq_need,Android,18.6123166667,stock,52.57,short_time_horizon,f70350f022a08983ddba3629106e2337,1
2188,med_risk_tolerance,no_investment_exp,somewhat_important_liq_need,iOS,42.1033666667,stock,150.0,short_time_horizon,e866f5aafea45e0c01264c91d3cd1878,0
2189,med_risk_tolerance,no_investment_exp,very_important_liq_need,Android,15.59925,stock,60.0,short_time_horizon,aa2e7e48e14794405cf7c5a0ec3b1267,0
2190,high_risk_tolerance,no_investment_exp,very_important_liq_need,Android,23.90225,stock,20.0,short_time_horizon,018b5761608439e37f2407449ddbc763,1
2191,low_risk_tolerance,no_investment_exp,not_important_liq_need,iOS,5.1038,stock,20.0,short_time_horizon,737d86ecb75bba030334d99132565c51,1
2192,low_risk_tolerance,no_investment_exp,very_important_liq_need,Android,17.4681833333,stock,50.0,short_time_horizon,6d33033fab4cf9479767a1b6602c9f4a,1
2193,low_risk_tolerance,good_investment_exp,very_important_liq_need,iOS,4.83165,stock,1.0,short_time_horizon,41fc3fd5b685fb99682f4b2bcf05fdc3,0
2194,med_risk_tolerance,no_investment_exp,very_important_liq_need,iOS,37.2846,stock,20.0,short_time_horizon,6f216717f494df0d013acecf1a9cc9b0,1
2195,med_risk_tolerance,limited_investment_exp,very_important_liq_need,iOS,0.0,stock,100.0,med_time_horizon,2654197913b76943a1b68c4a786a71cd,1
2196,high_risk_tolerance,good_investment_exp,very_important_liq_need,Android,52.2014833333,stock,2000.0,long_time_horizon,0dcb8012bd2db4629b1c6eb8bf99cbde,0
2197,med_risk_tolerance,no_investment_exp,very_important_liq_need,Android,11.5792666667,stock,20.0,short_time_horizon,2831f89f7bf9d2ee6fcd389f6378de85,0
2198,high_risk_tolerance,limited_investment_exp,very_important_liq_need,Android,11.228883333299999,stock,0.01,short_time_horizon,be2b5ccafdf7b20a427a61875f1368f6,1
2199,high_risk_tolerance,limited_investment_exp,very_important_liq_need,Android,11.826816666700001,stock,5.0,long_time_horizon,f9a953f7158f4b054f8508e584bff5fb,0
2200,high_risk_tolerance,no_investment_exp,very_important_liq_need,Android,27.1560166667,stock,1000.0,short_time_horizon,b3089b41edd9d516d8cb31dbe5f240e0,0
2201,med_risk_tolerance,good_investment_exp,very_important_liq_need,iOS,0.0,stock,10.0,short_time_horizon,581bea785cd22e869b2ce54e2de96f59,0
2202,high_risk_tolerance,no_investment_exp,very_important_liq_need,both,46.0738166667,stock,1000.0,short_time_horizon,7b606068ff54f39359ac41484e947b31,0
2203,high_risk_tolerance,good_investment_exp,very_important_liq_need,iOS,0.0,stock,500.0,med_time_horizon,b892f83f410bd44b6dd029fffa85b3ac,0
2204,high_risk_tolerance,limited_investment_exp,very_important_liq_need,iOS,24.6114,stock,7.97,long_time_horizon,004aab1640f3a04b87b1f404fb4c018d,1
2205,high_risk_tolerance,limited_investment_exp,very_important_liq_need,iOS,69.5105,stock,300.0,short_time_horizon,bacbf179ef971a14f9d38a938496cdc7,0
2206,med_risk_tolerance,good_investment_exp,very_important_liq_need,iOS,40.3444166667,stock,1000.0,med_time_horizon,8e9f6b0b2dbcc2a4b6410ad63b527ab6,0
2207,high_risk_tolerance,limited_investment_exp,very_important_liq_need,Android,42.95845,adr,1000.0,short_time_horizon,a89cc3a99b3ac6fa99b97a9317a75b0f,0
2208,high_risk_tolerance,good_investment_exp,very_important_liq_need,Android,8.3013,stock,9000.0,short_time_horizon,431cfcf4c7990447fb61f68702a40abc,0
2209,med_risk_tolerance,no_investment_exp,very_important_liq_need,iOS,0.5908,stock,150.0,long_time_horizon,cae87e3b75d8301daadba208a7e75964,1
2210,high_risk_tolerance,limited_investment_exp,very_important_liq_need,both,20.39345,stock,5.0,short_time_horizon,cb425ebae259dcf3b0b663721dfd16dd,1
2211,high_risk_tolerance,good_investment_exp,very_important_liq_need,iOS,0.0,stock,200.0,long_time_horizon,46d999b6616dc7de86ec14a48fbac9b3,0
2212,high_risk_tolerance,good_investment_exp,very_important_liq_need,iOS,37.9078166667,stock,250.0,long_time_horizon,1b536dc56bd438a9cd044e4e0696d9f2,0
2213,low_risk_tolerance,limited_investment_exp,very_important_liq_need,Android,63.5107,stock,300.0,short_time_horizon,23b947366e6f1f28c0c2ca4162f95d07,0
2214,med_risk_tolerance,no_investment_exp,very_important_liq_need,Android,61.59465,stock,15.0,short_time_horizon,4fd6fa46ef2fe0d86979de02f9eb0932,1
2215,low_risk_tolerance,good_investment_exp,very_important_liq_need,iOS,0.9817666666670001,stock,10000.0,long_time_horizon,87248264f705ce80fca78e51880f2fab,0
2216,high_risk_tolerance,good_investment_exp,not_important_liq_need,iOS,34.2651166667,stock,1000.0,long_time_horizon,68275e16924e4d68ad4c8a476242c4fb,0
2217,high_risk_tolerance,limited_investment_exp,not_important_liq_need,iOS,24.9486,stock,20.0,med_time_horizon,a9a6cc3a6d85f5ce151cadb7a561ef14,0
2218,high_risk_tolerance,limited_investment_exp,very_important_liq_need,Android,15.106133333299999,stock,500.0,short_time_horizon,9bb5a646044a00fa58a059a945dadd39,0
2219,med_risk_tolerance,limited_investment_exp,very_important_liq_need,both,29.295483333299998,stock,100.0,short_time_horizon,b08ba90d653fd961e1ad72ebefb8231d,1
2220,high_risk_tolerance,good_investment_exp,very_important_liq_need,iOS,0.0,stock,250.0,short_time_horizon,fc0681a87fd8e0befd0071ddd0d74303,1
2221,med_risk_tolerance,no_investment_exp,very_important_liq_need,Android,173.5554,stock,100.0,short_time_horizon,1bf1257c47eeac9a5b2a63c9f9725ae5,0
2222,high_risk_tolerance,limited_investment_exp,somewhat_important_liq_need,iOS,52.121,etp,100.0,short_time_horizon,79493c377365aff52447af76d86b9d55,0
2223,high_risk_tolerance,no_investment_exp,somewhat_important_liq_need,iOS,85.5146833333,etp,100.0,short_time_horizon,dd442f7cbd675c9ffcdb77ab7eaa0a57,0
2224,med_risk_tolerance,limited_investment_exp,somewhat_important_liq_need,iOS,8.431683333330001,stock,20.0,short_time_horizon,42374da56cf388fca2120b955a62d42b,1
2225,med_risk_tolerance,limited_investment_exp,very_important_liq_need,iOS,0.0,stock,20.0,short_time_horizon,d3e95fff115246a2133d8161a134329e,0
2226,high_risk_tolerance,no_investment_exp,very_important_liq_need,Android,20.849833333299998,stock,100.0,short_time_horizon,28a30424a52ccfd9927eebe8691e3d23,0
2227,med_risk_tolerance,no_investment_exp,somewhat_important_liq_need,both,94.3418333333,stock,100.0,long_time_horizon,3b447e18e63807b4895dc911c69e076a,0
2228,high_risk_tolerance,no_investment_exp,not_important_liq_need,iOS,13.676483333299998,stock,500.0,long_time_horizon,920b874fb3af2beb8cdc8a79d3bf9e12,0
2229,high_risk_tolerance,limited_investment_exp,very_important_liq_need,iOS,0.526866666667,stock,150.0,short_time_horizon,7da2d1e9680f6635c905e831b069c8e0,0
2230,high_risk_tolerance,limited_investment_exp,very_important_liq_need,iOS,1.44403333333,adr,200.0,med_time_horizon,941c53ce1a0fd80fc13b302c9d765172,1
2231,med_risk_tolerance,limited_investment_exp,very_important_liq_need,iOS,99.7223,stock,448.5,short_time_horizon,e345dcb8c9b9515792e2e11bf1152ad5,0
2232,high_risk_tolerance,no_investment_exp,very_important_liq_need,Android,51.83825,stock,175.0,long_time_horizon,bd85576f1e0bf4f00c06c79355ba5d20,0
2233,high_risk_tolerance,limited_investment_exp,very_important_liq_need,iOS,0.0,stock,925.94,long_time_horizon,16e3f274212c903b5dfdcbe6d8bfc19b,0
2234,high_risk_tolerance,no_investment_exp,somewhat_important_liq_need,iOS,22.5989166667,stock,130.0,med_time_horizon,c74b144952883810cb044bf3cfb67ae6,1
2235,high_risk_tolerance,limited_investment_exp,very_important_liq_need,iOS,80.7505166667,stock,100.0,short_time_horizon,8db79ad939d4cb3bc59848f82474903f,1
2236,med_risk_tolerance,limited_investment_exp,very_important_liq_need,Android,9.4317,stock,20.0,med_time_horizon,11be3e52c8dd80586dde94c1e98cb228,1
2237,high_risk_tolerance,limited_investment_exp,very_important_liq_need,iOS,2.98436666667,stock,58.35,long_time_horizon,e98d528a39224f847c16b1a42cbd083e,0
2238,med_risk_tolerance,no_investment_exp,very_important_liq_need,Android,6.464383333330001,stock,25.0,short_time_horizon,f53d4b3dbb2fdcfd93e1b8acacd60aa4,1
2239,med_risk_tolerance,limited_investment_exp,very_important_liq_need,Android,57.4020333333,stock,100.0,short_time_horizon,a054bc7ba89341ac444fe9cf2684321f,1
2240,med_risk_tolerance,limited_investment_exp,very_important_liq_need,Android,5.8273,stock,10.0,short_time_horizon,559d65b064eab645edf2cec1018cd43a,1
2241,high_risk_tolerance,good_investment_exp,not_important_liq_need,iOS,0.0,etp,200.0,long_time_horizon,c2ef295e706b0781fa25cf548c085e12,0
2242,med_risk_tolerance,limited_investment_exp,not_important_liq_need,iOS,45.14265,stock,100.0,short_time_horizon,348fb9f33396992f7e5bbd3e51f5b969,1
2243,high_risk_tolerance,no_investment_exp,very_important_liq_need,iOS,70.4730833333,stock,25.0,short_time_horizon,863dbd499410733a57f34ffbc23f6232,0
2244,med_risk_tolerance,no_investment_exp,very_important_liq_need,iOS,0.0,stock,500.0,med_time_horizon,f27bd1158beeb671d010476b48abee73,0
2245,med_risk_tolerance,no_investment_exp,somewhat_important_liq_need,iOS,8.96375,stock,100.0,long_time_horizon,5cfb79e6fad0631361239f731c073f7a,1
2246,high_risk_tolerance,no_investment_exp,very_important_liq_need,iOS,0.0,stock,250.0,long_time_horizon,47be0243720be11dcd2844fcb9e38798,0
2247,high_risk_tolerance,good_investment_exp,very_important_liq_need,iOS,0.0,etp,5000.0,long_time_horizon,2a4af81e7fa29d568168db85b7e62c87,1
2248,high_risk_tolerance,limited_investment_exp,somewhat_important_liq_need,both,181.9653,stock,10.0,long_time_horizon,08b9ecc05b524a3de99ce3b635518ba1,0
2249,high_risk_tolerance,limited_investment_exp,very_important_liq_need,iOS,20.6436333333,stock,100.0,short_time_horizon,fca5a8b17cf904e045e63472d57305e8,0
2250,med_risk_tolerance,good_investment_exp,very_important_liq_need,iOS,0.0,stock,1200.0,med_time_horizon,c9c7c75f7389268f9da5012439a79203,0
2251,med_risk_tolerance,no_investment_exp,very_important_liq_need,Android,34.56765,stock,4.0,short_time_horizon,e75f38e22e55f27ffde95aa7c65a9f7c,1
2252,high_risk_tolerance,extensive_investment_exp,very_important_liq_need,iOS,4.26358333333,stock,1500.0,short_time_horizon,42be4837f3f642c364a4020740e65680,0
2253,med_risk_tolerance,limited_investment_exp,not_important_liq_need,iOS,39.6090333333,stock,200.0,long_time_horizon,0d5ed7716c590546775fd36bfb41bbfc,0
2254,med_risk_tolerance,limited_investment_exp,very_important_liq_need,Android,146.8155,stock,1000.0,med_time_horizon,29d0063ffe9268a7c1e1681b9b389df6,0
2255,high_risk_tolerance,limited_investment_exp,very_important_liq_need,iOS,0.0,stock,200.0,long_time_horizon,92c6e98968d96d8035d4dffa57bce549,1
2256,high_risk_tolerance,no_investment_exp,very_important_liq_need,iOS,75.42171666670001,stock,9500.0,med_time_horizon,2f34489f15ff2a0b5207eb9a9753fbb5,0
2257,low_risk_tolerance,extensive_investment_exp,very_important_liq_need,Android,5.623533333330001,etp,10.0,long_time_horizon,a3d53f934853348c8c8b1fa3fbe6c837,0
2258,high_risk_tolerance,no_investment_exp,very_important_liq_need,iOS,24.6474333333,stock,250.0,short_time_horizon,97aa115ddc3f5b63063099004f5e1a6c,0
2259,med_risk_tolerance,no_investment_exp,very_important_liq_need,iOS,20.4265333333,etp,100.0,short_time_horizon,ed336912962777f3d9815e4af435bc6a,0
2260,high_risk_tolerance,no_investment_exp,somewhat_important_liq_need,iOS,277.4333,stock,150.0,short_time_horizon,c9fa525c927100e5f6b52d3e010110ae,0
2261,high_risk_tolerance,good_investment_exp,somewhat_important_liq_need,iOS,50.4815666667,stock,997.1,short_time_horizon,477e329de24f1d9d1d8accf58455af07,0
2262,high_risk_tolerance,no_investment_exp,very_important_liq_need,iOS,25.0105,stock,189.1,short_time_horizon,c9ef6394ca3068332cac37627b89145f,0
2263,high_risk_tolerance,no_investment_exp,very_important_liq_need,iOS,6.752966666669999,stock,500.0,long_time_horizon,fb5b3f889b2f7285e2a4812a5e040027,0
2264,high_risk_tolerance,no_investment_exp,not_important_liq_need,iOS,6.13225,stock,15.0,short_time_horizon,fcc6974e2d0288cdbda6ed9b47d12c77,1
2265,high_risk_tolerance,no_investment_exp,somewhat_important_liq_need,iOS,106.15335,stock,1000.0,short_time_horizon,4ab958912d382475590654f1d8560955,0
2266,high_risk_tolerance,good_investment_exp,very_important_liq_need,iOS,0.0,stock,5.0,short_time_horizon,80009a20e1a2851218eca1ee4f0c83c4,1
2267,med_risk_tolerance,no_investment_exp,very_important_liq_need,iOS,16.2588,etp,50.0,short_time_horizon,f5326d5cf8e8c8ce6b90a94588f25782,0
2268,med_risk_tolerance,good_investment_exp,very_important_liq_need,iOS,13.55775,stock,50.0,short_time_horizon,547a8386cb317008135332415448cf70,0
2269,high_risk_tolerance,limited_investment_exp,very_important_liq_need,iOS,0.0,stock,100.0,short_time_horizon,3b496a0aeb0c282cac18eaa0d54c1013,0
2270,high_risk_tolerance,good_investment_exp,somewhat_important_liq_need,iOS,28.0678,stock,2000.0,long_time_horizon,902de8b0a93e7571340c7394fa4f4786,0
2271,med_risk_tolerance,limited_investment_exp,very_important_liq_need,Android,926.1072333330001,stock,40.0,short_time_horizon,1dd676d243357f30ef5dee8d3bae67fc,1
2272,med_risk_tolerance,limited_investment_exp,very_important_liq_need,iOS,4.65241666667,stock,500.0,short_time_horizon,91439d442fe496e6d8236181872b7b6b,0
2273,high_risk_tolerance,good_investment_exp,very_important_liq_need,Android,53.12165,stock,2000.0,long_time_horizon,e46596e9c61d7fffa1039d00c0794567,0
2274,high_risk_tolerance,limited_investment_exp,very_important_liq_need,Android,49.7595666667,stock,200.0,long_time_horizon,94aa0efa6de42cf6fcf97c446a8a93d4,1
2275,high_risk_tolerance,limited_investment_exp,very_important_liq_need,iOS,2.73195,stock,5.0,short_time_horizon,3a59a9e4801f27968feb095d79f9a0c9,1
2276,med_risk_tolerance,limited_investment_exp,somewhat_important_liq_need,iOS,5.698383333330001,stock,1000.0,long_time_horizon,8470fa741f71ca0eac5c891f0758d264,0
2277,high_risk_tolerance,no_investment_exp,very_important_liq_need,iOS,0.0,stock,500.0,short_time_horizon,8c6585b80a622acce805bf4871ce2ea3,0
2278,high_risk_tolerance,limited_investment_exp,very_important_liq_need,iOS,0.0,stock,50.0,long_time_horizon,fb083e48fa2b334b732d87197ccfa57c,0
2279,med_risk_tolerance,no_investment_exp,very_important_liq_need,iOS,20.3388666667,stock,10.0,short_time_horizon,14b44db6ff01a66a284d6d4a62975706,1
2280,high_risk_tolerance,good_investment_exp,very_important_liq_need,iOS,0.0,etp,2000.0,long_time_horizon,6b72cf09c2be5c6c5705b6430e43494a,0
2281,high_risk_tolerance,limited_investment_exp,very_important_liq_need,Android,25.318483333299998,stock,300.0,med_time_horizon,8c82a791e164c592d7ab9cfce99ad7d6,0
2282,med_risk_tolerance,limited_investment_exp,somewhat_important_liq_need,iOS,23.787366666700002,stock,600.0,med_time_horizon,8984f0cb8a06903ebaecc9bf404933c7,1
2283,med_risk_tolerance,limited_investment_exp,very_important_liq_need,iOS,15.03505,stock,20.0,med_time_horizon,03eaef7a8cc366dc617a295a53d94eeb,0
2284,low_risk_tolerance,no_investment_exp,very_important_liq_need,iOS,271.639583333,stock,13.2,short_time_horizon,046dfffbae0b9930287f0e938f1de38a,1
2285,high_risk_tolerance,no_investment_exp,very_important_liq_need,iOS,14.258716666700002,stock,20.0,short_time_horizon,de07418b1be40fa20f6c7dee607d5c69,1
2286,med_risk_tolerance,limited_investment_exp,somewhat_important_liq_need,iOS,13.726966666700001,stock,100.0,long_time_horizon,59ebb6205a0585dd8a4c8e69df63db98,0
2287,high_risk_tolerance,limited_investment_exp,very_important_liq_need,iOS,11.6708666667,adr,250.0,long_time_horizon,5714b73228bcf5b129e7d3e3f23e6b97,0
2288,high_risk_tolerance,no_investment_exp,somewhat_important_liq_need,iOS,8.04556666667,stock,2.0,short_time_horizon,d7b4a0f03f035ee2004a77be46e0a237,0
